email_address,label,email_text
user1023@example.com,spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
user1024@example.com,ham,We still on for tonight?
user1025@example.com,ham,May i call You later Pls
user1026@example.com,ham,Hasn't that been the pattern recently crap weekends?
user1027@example.com,ham,I have a sore throat. It's scratches when I talk
user1028@example.com,ham,Yes da. Any plm at ur office
user1029@example.com,ham,Are you not around or just still asleep? :V
user1030@example.com,ham,"Lol you forgot it eh ? Yes, I'll bring it in babe"
user1031@example.com,ham,"Its good, we'll find a way"
user1032@example.com,ham,Can not use foreign stamps in this country. Good lecture .
user1033@example.com,ham,Yup bathe liao...
user1034@example.com,ham,HAPPY NEW YEAR MY NO.1 MAN
user1035@example.com,ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
user1036@example.com,ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG
user1037@example.com,ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
user1038@example.com,ham,"No my blankets are sufficient, thx"
user1039@example.com,ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
user1040@example.com,ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
user1041@example.com,ham,They just talking thats it de. They wont any other.
user1042@example.com,ham,Today am going to college so am not able to atten the class.
user1043@example.com,ham,I'm in class. Will holla later
user1044@example.com,ham,Easy ah?sen got selected means its good..
user1045@example.com,ham,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?
user1046@example.com,spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
user1047@example.com,ham,"Come round, it's ."
user1048@example.com,ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
user1049@example.com,spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
user1050@example.com,ham,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?
user1051@example.com,spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
user1052@example.com,ham,Are you available for soiree on June 3rd?
user1053@example.com,ham,Do u noe wat time e place dat sells 4d closes?
user1054@example.com,ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished"
user1055@example.com,ham,Jay's getting really impatient and belligerent
user1056@example.com,ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
user1057@example.com,ham,I'm at work. Please call
user1058@example.com,ham,Then u drive lor.
user1059@example.com,ham,Ard 515 like dat. Y?
user1060@example.com,ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now
user1061@example.com,spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
user1062@example.com,ham,I'm working technical support :)voice process.networking field.
user1063@example.com,ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
user1064@example.com,ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.
user1065@example.com,spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
user1066@example.com,ham,"That's fine, I'll bitch at you about it later then"
user1067@example.com,ham,No my mum went 2 dentist.
user1068@example.com,ham,Once free call me sir. I am waiting for you.
user1069@example.com,ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
user1070@example.com,spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
user1071@example.com,ham,Jus finish bathing...
user1072@example.com,ham,"alright, I'll make sure the car is back tonight"
user1073@example.com,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only
user1074@example.com,spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
user1075@example.com,ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
user1076@example.com,ham,Aight ill get on fb in a couple minutes
user1077@example.com,ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
user1078@example.com,ham,Where can download clear movies. Dvd copies.
user1079@example.com,ham,"Yep, by the pretty sculpture"
user1080@example.com,ham,Convey my regards to him
user1081@example.com,ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
user1082@example.com,ham,You tell what happen dont behave like this to me. Ok no need to say
user1083@example.com,ham,Can u get pic msgs to your phone?
user1084@example.com,ham,Send to someone else :-)
user1085@example.com,ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
user1086@example.com,ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
user1087@example.com,ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
user1088@example.com,ham,I don't think he has spatula hands!
user1089@example.com,ham,You can never do NOTHING
user1090@example.com,spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
user1091@example.com,ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.
user1092@example.com,spam,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm
user1093@example.com,ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.
user1094@example.com,ham,Where r we meeting?
user1095@example.com,ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
user1096@example.com,ham,Now only i reached home. . . I am very tired now. . I will come tomorro
user1097@example.com,ham,Ryder unsold.now gibbs.
user1098@example.com,spam,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
user1099@example.com,ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
user1100@example.com,ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?
user1101@example.com,ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
user1102@example.com,ham,You busy or can I come by at some point and figure out what we're doing tomorrow
user1103@example.com,ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
user1104@example.com,ham,Black shirt n blue jeans... I thk i c ü...
user1105@example.com,ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
user1106@example.com,spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
user1107@example.com,ham,on hen night. Going with a swing
user1108@example.com,ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
user1109@example.com,ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
user1110@example.com,ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
user1111@example.com,ham,S s..first time..dhoni rocks...
user1112@example.com,ham,Ok ill tell the company
user1113@example.com,ham,"Awesome, think we can get an 8th at usf some time tonight?"
user1114@example.com,ham,So that means you still think of teju
user1115@example.com,ham,"No I'm good for the movie, is it ok if I leave in an hourish?"
user1116@example.com,ham,No no:)this is kallis home ground.amla home town is durban:)
user1117@example.com,ham,So lets make it saturday or monday as per convenience.
user1118@example.com,ham,Hey... What time is your driving on fri? We go for evaluation on fri?
user1119@example.com,spam,"449050000301 You have won a £2,000 price! To claim, call 09050000301."
user1120@example.com,ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
user1121@example.com,spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
user1122@example.com,ham,Cancel cheyyamo?and get some money back?
user1123@example.com,spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
user1124@example.com,ham,Ok.ok ok..then..whats ur todays plan
user1125@example.com,ham,Good morning princess! How are you?
user1126@example.com,ham,Aiyar sorry lor forgot 2 tell u...
user1127@example.com,spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
user1128@example.com,ham,Not tonight mate. Catching up on some sleep. This is my new number by the way.
user1129@example.com,ham,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D"
user1130@example.com,spam,Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg
user1131@example.com,ham,"So check your errors and if you had difficulties, do correction."
user1132@example.com,ham,Howz pain?hope u r fine..
user1133@example.com,ham,"Sorry, I'll call later"
user1134@example.com,ham,Good morning princess! How are you?
user1135@example.com,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
user1136@example.com,ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.
user1137@example.com,ham,K do I need a login or anything
user1138@example.com,spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
user1139@example.com,ham,LOL ... No just was busy
user1140@example.com,ham,What * u wearing?
user1141@example.com,ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
user1142@example.com,ham,Oh:)as usual vijay film or its different?
user1143@example.com,spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
user1144@example.com,ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?
user1145@example.com,ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.
user1146@example.com,ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
user1147@example.com,spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
user1148@example.com,ham,Babe ? I lost you ... :-(
user1149@example.com,ham,Ok... Help me ask if she's working tmr a not?
user1150@example.com,ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
user1151@example.com,ham,Not a drop in the tank
user1152@example.com,ham,(That said can you text him one more time?)
user1153@example.com,ham,"Sorry, I'll call later"
user1154@example.com,ham,Ok i go change also...
user1155@example.com,spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m)
user1156@example.com,ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
user1157@example.com,ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
user1158@example.com,ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
user1159@example.com,ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
user1160@example.com,ham,Hey! There's veggie pizza... :/
user1161@example.com,ham,Yun buying... But school got offer 2000 plus only...
user1162@example.com,ham,You sure your neighbors didnt pick it up
user1163@example.com,ham,K. I will sent it again
user1164@example.com,spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
user1165@example.com,ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
user1166@example.com,ham,Well. Im computerless. Time to make some oreo truffles
user1167@example.com,ham,"Haha yeah I see that now, be there in a sec"
user1168@example.com,ham,I am not having her number sir
user1169@example.com,ham,Lol now I'm after that hot air balloon!
user1170@example.com,ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
user1171@example.com,ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
user1172@example.com,ham,"Yeah, we can probably swing by once my roommate finishes up with his girl"
user1173@example.com,spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
user1174@example.com,ham,Happy new years melody!
user1175@example.com,ham,Ü dun need to pick ur gf?
user1176@example.com,ham,Yay! You better not have told that to 5 other girls either.
user1177@example.com,ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
user1178@example.com,ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q?"
user1179@example.com,ham,Just nw i came to hme da..
user1180@example.com,ham,"I'm outside islands, head towards hard rock and you'll run into me"
user1181@example.com,ham,To day class is there are no class.
user1182@example.com,ham,I'm in chennai velachery:)
user1183@example.com,ham,You flippin your shit yet?
user1184@example.com,ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore"
user1185@example.com,ham,Am i that much bad to avoid like this?
user1186@example.com,ham,"Yo, you around? Just got my car back"
user1187@example.com,ham,Annoying isn't it.
user1188@example.com,ham,"Goodmorning, Today i am late for  &lt;#&gt; min."
user1189@example.com,ham,There's no point hangin on to mr not right if he's not makin u happy
user1190@example.com,ham,All will come alive.better correct any good looking figure there itself..
user1191@example.com,ham,In that case I guess I'll see you at campus lodge
user1192@example.com,ham,We're done...
user1193@example.com,ham,Come to my home for one last time i wont do anything. Trust me.
user1194@example.com,ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
user1195@example.com,spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248
user1196@example.com,ham,Ok... C ya...
user1197@example.com,spam,You have 1 new voicemail. Please call 08719181503
user1198@example.com,ham,What he said is not the matter. My mind saying some other matter is there.
user1199@example.com,ham,He also knows about lunch menu only da. . I know
user1200@example.com,ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
user1201@example.com,ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
user1202@example.com,ham,Otherwise had part time job na-tuition..
user1203@example.com,ham,I know she called me
user1204@example.com,ham,"Me also da, i feel yesterday night  wait til 2day night dear."
user1205@example.com,ham,Thanks for understanding. I've been trying to tell sura that.
user1206@example.com,spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
user1207@example.com,ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
user1208@example.com,spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
user1209@example.com,ham,I need you to be in my strong arms...
user1210@example.com,ham,Also maaaan are you missing out
user1211@example.com,ham,His bday real is in april .
user1212@example.com,ham,Guessin you ain't gonna be here before 9?
user1213@example.com,ham,Ok then i will come to ur home after half an hour
user1214@example.com,ham,"Yo, the game almost over? Want to go to walmart soon"
user1215@example.com,ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
user1216@example.com,ham,I'll text now! All creepy like so he won't think that we forgot
user1217@example.com,ham,"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?"
user1218@example.com,spam,You have 1 new voicemail. Please call 08719181513.
user1219@example.com,ham,"Damn, can you make it tonight or do you want to just wait til tomorrow"
user1220@example.com,ham,K..k..i'm also fine:)when will you complete the course?
user1221@example.com,ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
user1222@example.com,spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
user1223@example.com,ham,Prakesh is there know.
user1224@example.com,ham,Teach me apps da. When you come to college.
user1225@example.com,ham,Rofl betta invest in some  anti aging products
user1226@example.com,spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
user1227@example.com,ham,"sir, you will receive the account no another 1hr time. Sorry for the delay."
user1228@example.com,spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
user1229@example.com,ham,So ü'll be submitting da project tmr rite?
user1230@example.com,spam,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.
user1231@example.com,ham,Jus ans me lar. U'll noe later.
user1232@example.com,ham,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.
user1233@example.com,ham,have got * few things to do. may be in * pub later.
user1234@example.com,ham,1's finish meeting call me.
user1235@example.com,ham,Lol ok. I'll snatch her purse too.
user1236@example.com,ham,"""Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx"""
user1237@example.com,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
user1238@example.com,ham,How much are we getting?
user1239@example.com,ham,Is ur paper in e morn or aft tmr?
user1240@example.com,ham,"Dear relieved of westonzoyland, all going to plan this end too!"
user1241@example.com,ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
user1242@example.com,ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
user1243@example.com,ham,"I want to show you the world, princess :) how about europe?"
user1244@example.com,ham,Nobody can decide where to eat and dad wants Chinese
user1245@example.com,ham,No shoot me. I'm in the docs waiting room. :/
user1246@example.com,ham,Now? I'm going out 4 dinner soon..
user1247@example.com,ham,Hello which the site to download songs its urgent pls
user1248@example.com,ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep!"
user1249@example.com,ham,Horrible gal. Me in sch doing some stuff. How come u got mc?
user1250@example.com,ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
user1251@example.com,ham,"I call you later, don't have network. If urgnt, sms me."
user1252@example.com,ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
user1253@example.com,spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you
user1254@example.com,ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
user1255@example.com,ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...
user1256@example.com,ham,What your plan for pongal?
user1257@example.com,ham,Just wait till end of march when el nino gets himself. Oh.
user1258@example.com,ham,"Not yet chikku..going to room nw, i'm in bus.."
user1259@example.com,ham,Am also doing in cbe only. But have to pay.
user1260@example.com,ham,Honey boo I'm missing u.
user1261@example.com,ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
user1262@example.com,ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
user1263@example.com,ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
user1264@example.com,spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
user1265@example.com,ham,Ok. No wahala. Just remember that a friend in need ...
user1266@example.com,ham,I will see in half an hour
user1267@example.com,ham,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
user1268@example.com,ham,"""Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx."""
user1269@example.com,ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
user1270@example.com,spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA
user1271@example.com,ham,"Tee hee. Off to lecture, cheery bye bye."
user1272@example.com,ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
user1273@example.com,ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
user1274@example.com,ham,Ok...
user1275@example.com,spam,network operator. The service is free. For T & C's visit 80488.biz
user1276@example.com,ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
user1277@example.com,ham,Wot u up 2 u weirdo?
user1278@example.com,ham,Can do lor...
user1279@example.com,ham,Dont put your phone on silent mode ok
user1280@example.com,ham,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..
user1281@example.com,ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
user1282@example.com,ham,Oh ho. Is this the first time u use these type of words
user1283@example.com,ham,Am I the only one who doesn't stalk profiles?
user1284@example.com,ham,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
user1285@example.com,ham,Yes i thought so. Thanks.
user1286@example.com,ham,But if she.s drinkin i'm ok.
user1287@example.com,ham,"Just wondering, the others just took off"
user1288@example.com,ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
user1289@example.com,ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?"
user1290@example.com,ham,Happy new year to u too!
user1291@example.com,ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
user1292@example.com,ham,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite...
user1293@example.com,ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
user1294@example.com,ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
user1295@example.com,ham,Happy birthday... May all ur dreams come true...
user1296@example.com,ham,Aiyah u did ok already lar. E nydc at wheellock?
user1297@example.com,ham,TELL HER I SAID EAT SHIT.
user1298@example.com,ham,Sure! I am driving but will reach my destination soon.
user1299@example.com,ham,"K so am I, how much for an 8th? Fifty?"
user1300@example.com,ham,Your daily text from me – a favour this time
user1301@example.com,ham,Great to hear you are settling well. So what's happenin wit ola?
user1302@example.com,ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
user1303@example.com,ham,I tot u reach liao. He said t-shirt.
user1304@example.com,ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
user1305@example.com,ham,I cant pick the phone right now. Pls send a message
user1306@example.com,ham,Your right! I'll make the appointment right now.
user1307@example.com,ham,Designation is software developer and may be she get chennai:)
user1308@example.com,spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186
user1309@example.com,spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
user1310@example.com,ham,I jokin oni lar.. Ü busy then i wun disturb ü.
user1311@example.com,ham,"Ok, be careful ! Don't text and drive !"
user1312@example.com,ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
user1313@example.com,ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.
user1314@example.com,ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
user1315@example.com,ham,How abt making some of the pics bigger?
user1316@example.com,ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
user1317@example.com,ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)"
user1318@example.com,ham,Why nothing. Ok anyway give me treat
user1319@example.com,spam,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
user1320@example.com,ham,Ok...
user1321@example.com,ham,Correct. So how was work today
user1322@example.com,ham,"Just sent again. Do you scream and moan in bed, princess?"
user1323@example.com,ham,"I wake up long ago already... Dunno, what other thing?"
user1324@example.com,ham,Oh just getting even with u.... u?
user1325@example.com,ham,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?
user1326@example.com,ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
user1327@example.com,ham,Yeah jay's sort of a fucking retard
user1328@example.com,ham,"Sorry, was in the bathroom, sup"
user1329@example.com,spam,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
user1330@example.com,ham,My exam is for february 4. Wish you a great day.
user1331@example.com,ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.
user1332@example.com,ham,"Aight no rush, I'll ask jay"
user1333@example.com,ham,Good Morning plz call me sir
user1334@example.com,ham,It's ok lar. U sleep early too... Nite...
user1335@example.com,ham,"Oh... Icic... K lor, den meet other day..."
user1336@example.com,ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
user1337@example.com,ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)"
user1338@example.com,ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
user1339@example.com,ham,Then she buying today? Ü no need to c meh...
user1340@example.com,ham,Aight sorry I take ten years to shower. What's the plan?
user1341@example.com,ham,Every monday..nxt week vl be completing..
user1342@example.com,ham,Might ax well im there.
user1343@example.com,ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
user1344@example.com,ham,Yeah I'll try to scrounge something up
user1345@example.com,ham,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.
